        0.75324       -2.83677        6.28708
        2.61411       -3.69400        4.28204
       -6.97236        2.09694        4.98058
       -3.41873        1.89738        3.53862
       -7.27561       -0.97950        4.77775
       -3.94427        4.65417        3.02273
       -6.88112        2.96821        7.99074
       -2.98587        4.99352        5.54178
       -5.51563        6.66853        5.49554
       -7.59825        4.64556        5.97578
      -11.34044       11.44638        3.98918
       -6.99887        9.50414        5.83744
        6.21423       -5.32282        8.51139
        6.12423       -2.80024        8.17419
        0.51625        1.81924        2.07771
        4.69368       -3.70991       10.24197
       -1.81039        3.36451        0.92011
       -0.57450        2.20534        4.60234
       -3.35911        7.18174        7.35851
        5.68379        5.54615        4.45287
       -5.74715        6.19245       10.30748
        5.40738        7.63165        6.73297
       -5.99121        8.11462        8.00657
       -4.43046        8.63983       10.24903
       12.00871       -9.33719        8.60638
       13.18561       -2.36416        5.48349
        5.71937       -0.34856        4.24353
       10.26797       -3.24923        3.47512
        2.96860        1.29684        6.46590
        8.27331       -0.41326        6.21017
        9.29228        7.32877        8.80251
       10.98458        3.76523       10.43846
        1.47892        7.97654        1.25804
        8.02172       10.06240        5.92883
        7.30767        9.07886        8.39690
        4.28616       10.53579        5.76165
       -2.19908       -0.34422        4.18288
        3.14358       -1.20255        6.53628
       -4.98359        0.38512        5.24918
       -1.74753        0.65412        0.75486
       -4.83872        2.78516        0.32863
        0.89901       -0.21392        0.44381
       -5.24769        3.61641       -2.25001
       -7.00290        3.61854        2.57761
       -4.87288        6.98823        1.90021
       -5.69554       13.87289       -2.32133
       -8.78913        9.27554        3.39341
       -8.72127       12.69637        3.40345
        8.16506       -1.47224        3.01096
        9.09078        1.01722        2.81792
        3.02337       -3.28832       -4.35398
        6.35404        0.12163        0.90711
        9.07580        4.26554        0.26825
        7.38177        2.97255        2.36109
       -3.90075        5.23691       -0.28343
        6.28624        8.71644        3.95569
        2.35210        3.95228        7.12030
       -1.10020        4.79906        3.81737
        3.34276        6.19677        5.83076
        0.99323        6.26754        4.79647
       11.12406       -9.59771        2.44342
       15.83533       -2.54543        6.31167
        5.44002       -2.15422        2.27074
        8.32312        1.57132       -0.77438
        5.44650        4.88978        7.09262
       11.85768        0.18611        2.57567
        8.90412        7.09869        6.12296
        8.58653        5.39298        3.03880
        1.26450        0.81697       -2.72902
       10.62024        7.33960        3.39712
       -0.79710        5.29012       -2.36154
        1.97886        4.70636       -2.50060
       -7.25744        1.01330       -2.68390
        0.34455       -3.54916       -4.95158
       -4.44341       -0.21861       -4.72895
       -1.65096       -1.02732       -4.77077
       -5.85082        1.96164       -4.68475
       -3.06922        2.23601       -4.95534
       -7.63165        4.37785       -4.06390
       -5.90667        6.40214       -4.91676
       -8.37044        7.09693       -4.57131
       -6.93166        7.56531       -2.38215
      -10.46874        9.31468       -4.93317
       -6.39900        9.54849       -4.16946
        5.86882       -3.56354       -4.97909
        3.97342        0.42132       -0.76501
        1.21067       -0.62382       -4.92368
        7.30693       -0.76919       -4.81184
       -1.47571        1.06035       -3.00769
        2.26964        2.76650       -4.58015
       -6.54174        5.65826       -0.20138
       -0.38700        2.97468       -4.68818
       -1.50397        5.95543       -4.91299
        0.80689        5.66178        0.17573
       -5.73824       13.62007        0.75336
       -6.42825       14.26698        3.33515
        8.69408       -3.48967       -5.05171
       11.51074       -3.50182       -4.72063
        6.77502       -0.44173       -2.02703
       10.20846       -0.87256       -4.81565
        5.81880        2.60309       -0.45204
        8.71282        1.53742       -4.92283
         4.54077        4.68811       -4.95072
        7.59485        4.43401       -4.86398
        1.61258        5.90885       -4.89892
        6.18043        6.90114       -4.90897
        1.24001        9.44710       -5.08419
        4.60787        9.61745       -4.86616
       -2.97056       -5.14515       -7.25730
        0.00000       -5.14515       -7.25730
       -4.45583       -2.57258       -7.25730
       -1.48528       -2.57258       -7.25730
       -5.94111        0.00000       -7.25730
       -2.97056        0.00000       -7.25730
       -7.42639        2.57258       -7.25730
       -4.45583        2.57258       -7.25730
       -8.91167        5.14515       -7.25730
       -5.94111        5.14515       -7.25730
      -10.39694        7.71773       -7.25730
       -7.42639        7.71773       -7.25730
        2.97056       -5.14515       -7.25730
        5.94111       -5.14515       -7.25730
        1.48528       -2.57258       -7.25730
        4.45583       -2.57258       -7.25730
        0.00000        0.00000       -7.25730
        2.97056        0.00000       -7.25730
       -1.48528        2.57258       -7.25730
        1.48528        2.57258       -7.25730
       -2.97056        5.14515       -7.25730
        0.00000        5.14515       -7.25730
       -4.45583        7.71773       -7.25730
       -1.48528        7.71773       -7.25730
        8.91167       -5.14515       -7.25730
       11.88222       -5.14515       -7.25730
        7.42639       -2.57258       -7.25730
       10.39694       -2.57258       -7.25730
        5.94111        0.00000       -7.25730
        8.91167        0.00000       -7.25730
        4.45583        2.57258       -7.25730
        7.42639        2.57258       -7.25730
        2.97056        5.14515       -7.25730
        5.94111        5.14515       -7.25730
        1.48528        7.71773       -7.25730
        4.45583        7.71773       -7.25730       
